QueryNumber, LDFtime(ms), ZZtime(ms), soundness, ldftimeout, zzTimeout
10174,111831,263660,true,0
10175,55949,53086,true,0
10176,312,111,true,0
10177,1244,964,true,0
10179,340,184,true,0
1017,2377,2381,true,0
10180,20150,20006,true,0
10181,415,106,true,0
10182,24951,26738,true,0
10183,3470,3360,true,0
10184,409,120,true,0
10185,455,110,true,0
10186,1020,79,true,0
10187,37401,37550,true,0
10188,26295,27146,true,0
1018,72751,71229,true,0
10190,1709,858,true,0
10191,247218,245875,true,0
10192,240,176,true,0
10193,234,81,true,0
10195,25628,27127,true,0
10196,18160,23135,true,0
10199,395,254,true,0
1019,54789,112539,true,0
101,5758,5133,true,0
10200,2471,2507,true,0
10201,239,101,true,0
10203,4367,4388,true,0
10205,4437,4569,true,0
10207,25369,31362,true,0
10209,12119,12483,true,0
1020,27650,27049,true,0
10210,278,263,true,0
10211,132606,132613,true,0
10212,41156,69291,true,0
10213,59927,78319,true,0
10214,161,98,true,0
10216,72493,127284,true,0
10218,46181,50666,true,0
10219,244331,241106,true,0
1021,4702,4794,true,0
10220,23790,33355,true,0
10221,67394,115798,true,0
10222,2038,2114,true,0
10225,276990,247249,true,0
10226,7670,8463,true,0
10227,146,85,true,0
10229,3830,4130,true,0
1022,5762,5913,true,0
10230,252671,258007,true,0
10231,165,109,true,0
10232,279,166,true,0
10234,28396,30169,true,0
10235,26373,26140,true,0
10236,1324,780,true,0
10237,209726,208355,true,0
10238,55771,55474,true,0
1023,47002,46186,true,0
10240,107702,109135,true,0
10241,202392,200257,true,0
10242,1332,133,true,0
10243,24437,26510,true,0
10248,31113,31129,true,0
10253,70754,69906,true,0
10254,23928,23685,true,0
10255,312,90,true,0
10256,2814,6016,true,0
10257,63738,156769,true,0
10258,196,135,true,0
10259,19796,26739,true,0
1025,344,112,true,0
10261,227,68,true,0
10263,73963,71664,true,0
10266,133789,150714,true,0
10268,55944,51787,true,0
1026,1555,799,true,0
10271,162534,140923,true,0
10273,31196,30792,true,0
10274,349,111,true,0
10277,54705,50670,true,0
10279,308,225,true,0
1027,19637,21902,true,0
10280,3768,3433,true,0
10281,239,171,true,0
10282,176,116,true,0
10283,238,147,true,0
10284,61782,62079,true,0
10285,18176,17894,true,0
10286,567,146,true,0
10287,26724,35082,true,0
10288,203884,201455,true,0
1028,211,161,true,0
10291,70453,118456,true,0
10292,119863,119460,true,0
10293,66035,85518,true,0
10295,4669,5111,true,0
10297,88027,86457,true,0
10299,24048,23965,true,0
102,82599,83850,true,0
10301,56562,57649,true,0
10302,27806,28142,true,0
10303,224,84,true,0
10304,153116,151957,true,0
10307,7020,10403,true,0
10308,105877,139412,true,0
10309,222,84,true,0
1030,12213,13547,true,0
10310,20205,23349,true,0
10311,308,178,true,0
10313,303,109,true,0
10314,4636,4788,true,0
10315,23612,23484,true,0
10316,14944,14310,true,0
10317,42451,43364,true,0
10318,80638,125422,true,0
10319,3604,3614,true,0
1031,36707,83106,true,0
10320,140,98,true,0
10322,39898,56270,true,0
10323,38387,93642,true,0
10324,56101,53521,true,0
10326,499,126,true,0
10327,85336,112185,true,0
1032,70089,79055,true,0
10330,48684,58727,true,0
10331,44077,41543,true,0
10332,36960,42188,true,0
10335,23969,32506,true,0
10337,157,77,true,0
10338,179,102,true,0
10339,1927,1499,true,0
1033,3070,7456,true,0
10340,33450,39829,true,0
10341,6007,10250,true,0
10343,23960,24396,true,0
10344,6231,6395,true,0
10345,200811,212528,true,0
10346,1298,115,true,0
